rna_chr	rna_bgn	rna_end	id	rna_strand	dna_chr	dna_start	dna_end	dna_strand	gene_name	gene_type
chr11	117721944	117721971	192610	+	chr11	75631909	75631935	+	DSCAML1	protein_coding
chr11	60172439	60172466	25073	+	chr7	46085654	46085680	-	MS4A6A	protein_coding
chr11	84350598	84350625	168632	+	chr1	125827299	125827326	-	DLG2	protein_coding
chr11	40272175	40272202	158571	+	chr7	133670990	133671016	-	LRRC4C	protein_coding
chr11	16794846	16794874	74834	+	chr19	5427747	5427773	+	PLEKHA7	protein_coding
chr11	85350022	85350050	243680	+	chr11	85577934	85577960	-	DLG2	protein_coding
chr11	83497655	83497682	47716	+	chr4	33161866	33161891	-	DLG2	protein_coding
chr11	103982143	103982169	198122	+	chr11	104710986	104711012	-	PDGFD	protein_coding
chr11	88720501	88720528	25326	+	chr10	120136199	120136225	-	GRM5	protein_coding
chr11	85416300	85416327	48013	+	chr16	5653661	5653687	-	DLG2	protein_coding
chr11	117297473	117297500	129683	+	chr11	59362926	59362952	+	BACE1	protein_coding
chr11	119603728	119603755	141339	+	chr5	144458782	144458807	+	KRT8P7	processed_pseudogene
chr11	62603491	62603517	79345	+	chr3	34380458	34380485	+	EML3	protein_coding
chr11	70716668	70716695	24498	+	chr11	70680941	70680966	+	SHANK2	protein_coding
chr11	78840674	78840701	222934	+	chr4	140952642	140952668	+	TENM4	protein_coding
chr11	74928702	74928728	157640	+	chr11	80431829	80431855	-	XRRA1	protein_coding
chr11	84008999	84009026	144364	+	chr15	46560721	46560746	+	DLG2	protein_coding
chr11	83493329	83493356	123260	+	chr4	137086932	137086958	+	DLG2	protein_coding
chr11	30871503	30871530	107689	+	chr2	167405392	167405418	-	DCDC1	protein_coding
chr11	101764265	101764292	105164	+	chr7	75727375	75727401	-	TRPC6	protein_coding
chr11	29695888	29695915	233829	+	chr11	96262371	96262397	-	LINC02755	lncRNA
chr11	34328898	34328925	233184	+	chr3	4376441	4376467	-	ABTB2	protein_coding
chr11	5790598	5790625	233571	+	chr9	71237677	71237702	+	TRIM5	protein_coding
chr11	5790598	5790625	233571	+	chr9	71237677	71237702	+	OR52N1	protein_coding
chr11	3668799	3668826	93012	+	chr11	4603408	4603435	-	CHRNA10	protein_coding
chr11	117661549	117661575	123299	+	chr1	151844661	151844687	-	DSCAML1	protein_coding
chr11	46107890	46107917	111905	+	chr8	22604195	22604221	-	PHF21A	protein_coding
chr11	117811601	117811627	177323	+	chr11	117814233	117814259	+	DSCAML1	protein_coding
chr11	117811601	117811627	177323	+	chr11	117814233	117814259	+	FXYD2	protein_coding
chr11	74905482	74905508	64922	+	chr9	58078901	58078928	-	XRRA1	protein_coding
chr11	74908048	74908075	79727	+	chr9	106646603	106646629	+	XRRA1	protein_coding
chr11	88137992	88138019	54764	+	chr11	63384522	63384548	+	RAB38	protein_coding
chr11	46096375	46096402	129086	+	chr11	46192607	46192633	-	PHF21A	protein_coding
chr11	117722549	117722575	179671	+	chr7	71316589	71316615	+	DSCAML1	protein_coding
chr11	105194914	105194941	171489	+	chr11	105231107	105231133	-	CARD18	protein_coding
chr11	105194914	105194941	171489	+	chr11	105231107	105231133	-	OR2AL1P	unprocessed_pseudogene
chr11	31000439	31000466	248105	+	chr11	30712929	30712955	+	DCDC1	protein_coding
chr11	109745263	109745289	31385	+	chr2	33302888	33302914	+	LINC02715	lncRNA
chr11	20157360	20157387	200463	+	chr8	25736817	25736843	-	DBX1	protein_coding
chr11	70580366	70580393	54651	+	chr16	5217490	5217515	+	SHANK2	protein_coding
chr11	95829044	95829071	137772	+	chr6	95532316	95532342	+	MTMR2	protein_coding
chr11	74899210	74899236	237852	+	chr10	42268796	42268822	+	XRRA1	protein_coding
chr11	119376103	119376131	218769	+	chr17	72538778	72538803	+	USP2	protein_coding
chr11	85549893	85549920	177653	+	chr3	35562403	35562428	+	DLG2	protein_coding
chr11	75091621	75091648	187796	+	chr5	143088753	143088779	-	ENSG00000284722	lncRNA
chr11	75091621	75091648	187796	+	chr5	143088753	143088779	-	OR2AT4	protein_coding
chr11	76973474	76973501	141798	+	chr11	76962057	76962083	-	ENSG00000254988	lncRNA
chr11	77862589	77862616	122212	+	chr2	18227132	18227158	-	ENSG00000254459	lncRNA
chr11	105238874	105238901	52871	+	chr11	108188378	108188405	+	CARD18	protein_coding
chr11	44908546	44908572	82730	+	chr9	70541607	70541632	-	TP53I11	protein_coding
chr11	88682741	88682768	240541	+	chr14	22922306	22922331	+	GRM5	protein_coding
chr11	72964194	72964221	152186	+	chr4	52588150	52588175	-	FCHSD2	protein_coding
chr11	78251179	78251206	41054	+	chr8	83332964	83332990	-	GAB2	protein_coding
chr11	46068765	46068791	207948	+	chr11	44712855	44712881	-	PHF21A	protein_coding
chr11	114361891	114361919	151630	+	chr10	86849747	86849773	-	ENSG00000256195	lncRNA
chr11	85554717	85554743	126333	+	chr9	108401540	108401566	+	DLG2	protein_coding
chr11	30859236	30859262	81041	+	chr3	32407439	32407465	-	DCDC1	protein_coding
chr11	117753648	117753675	107092	+	chr17	88525313	88525340	-	DSCAML1	protein_coding
chr11	73170668	73170694	213100	+	chr18	89702578	89702603	-	IUR1	lncRNA
chr11	9136019	9136045	192579	+	chr18	73067209	73067236	-	SCUBE2	protein_coding
chr11	109431548	109431574	137237	+	chr18	5935520	5935546	-	ENSG00000255028	lncRNA
chr11	85393085	85393113	37420	+	chr14	94644879	94644905	+	DLG2	protein_coding
chr11	29710332	29710359	200996	+	chr11	50229777	50229803	-	LINC02755	lncRNA
chr11	10178016	10178042	156183	+	chr11	75950234	75950259	-	SBF2	protein_coding
chr11	75594695	75594723	53881	+	chr7	105745650	105745675	+	MAP6	protein_coding
chr11	71764615	71764641	69973	+	chr10	103465759	103465785	-	ALG1L9P	lncRNA
chr11	84895346	84895372	185016	+	chr6	125486018	125486043	-	DLG2	protein_coding
chr11	118030092	118030119	225681	+	chr7	44937658	44937684	-	SMIM35	protein_coding
chr11	85783534	85783560	56419	+	chr3	121869634	121869660	+	SYTL2	protein_coding
chr11	68901957	68901983	215844	+	chr19	16669127	16669153	-	MRPL21	protein_coding
chr11	118013412	118013439	220651	+	chr3	108194933	108194959	-	SMIM35	protein_coding
chr11	74929821	74929848	99021	+	chr11	75590005	75590031	+	XRRA1	protein_coding
chr11	68087959	68087985	47076	+	chr11	35521547	35521572	+	CHKA	protein_coding
chr11	101058623	101058650	172901	+	chr1	120209570	120209596	+	PGR	protein_coding
chr11	117304330	117304357	114372	+	chr15	89505179	89505205	-	BACE1	protein_coding
chr11	68770217	68770243	6823	+	chr14	70886578	70886604	+	CPT1A	protein_coding
chr11	29723839	29723866	132600	+	chr1	63119111	63119137	+	LINC02755	lncRNA
chr11	85804577	85804604	129668	+	chr11	11477567	11477593	-	SYTL2	protein_coding
chr11	105240588	105240614	220849	+	chr3	63125311	63125337	+	CARD18	protein_coding
chr11	68798276	68798302	83220	+	chr11	68895595	68895621	+	CPT1A	protein_coding
chr11	69010905	69010929	20916	+	chrX	15293847	15293872	+	MRGPRF	protein_coding
chr11	117815196	117815224	218910	+	chr11	115243757	115243781	-	DSCAML1	protein_coding
chr11	117815196	117815224	218910	+	chr11	115243757	115243781	-	FXYD2	protein_coding
chr11	72045028	72045054	232823	+	chr11	23217181	23217207	-	NUMA1	protein_coding
chr11	5325189	5325216	91370	+	chr8	40621673	40621699	-	HBG2	protein_coding
chr11	5325189	5325216	91370	+	chr8	40621673	40621699	-	ENSG00000239920	protein_coding
chr11	5325189	5325216	91370	+	chr8	40621673	40621699	-	HBE1	protein_coding
chr11	5325189	5325216	91370	+	chr8	40621673	40621699	-	OR51B5	protein_coding
chr11	107560115	107560142	209152	+	chr15	61524078	61524103	+	ALKBH8	protein_coding
chr11	85681577	85681604	131797	+	chr7	62538167	62538192	+	CREBZF	protein_coding
chr11	74850317	74850343	81260	+	chr11	72337175	72337200	+	XRRA1	protein_coding
chr11	75131302	75131328	96174	+	chr11	79551524	79551550	-	ENSG00000255395	lncRNA
chr11	75131302	75131328	96174	+	chr11	79551524	79551550	-	OR2AT1P	unprocessed_pseudogene
chr11	6405683	6405709	8268	+	chr9	67581780	67581806	+	APBB1	protein_coding
chr11	44722328	44722354	25250	+	chr11	46741218	46741244	-	TSPAN18-AS1	lncRNA
chr11	46096421	46096448	14769	+	chr1	24190370	24190395	-	PHF21A	protein_coding
chr11	82227967	82227991	7166	+	chr2	38451525	38451551	+	MIR4300HG	lncRNA
chr11	105176848	105176874	28045	+	chr11	4840078	4840104	-	CARD18	protein_coding
chr11	29733894	29733921	53736	+	chr5	31776059	31776085	-	LINC02755	lncRNA
chr11	83495209	83495237	73176	+	chr8	83154389	83154415	+	DLG2	protein_coding
chr11	77709221	77709247	58082	+	chr3	86742332	86742357	+	RSF1	protein_coding
chr11	106076547	106076573	192868	+	chr11	107277575	107277600	-	KBTBD3	protein_coding
chr11	85538012	85538039	138808	+	chr11	93491580	93491606	-	DLG2	protein_coding
chr11	74840682	74840708	54261	+	chr10	71238991	71239017	-	XRRA1	protein_coding
chr11	77884865	77884892	23916	+	chr5	68378380	68378406	-	INTS4	protein_coding
chr11	29526692	29526719	69408	+	chr4	139936877	139936902	-	LINC02755	lncRNA
chr11	5769721	5769748	94128	+	chr11	6706848	6706874	+	TRIM5	protein_coding
chr11	50276397	50276424	50097	+	chr11	49213625	49213651	+	SEPTIN7P11	lncRNA
chr11	29507378	29507405	225886	+	chr11	57056601	57056628	+	LINC02755	lncRNA
chr11	117817640	117817667	21245	+	chr11	69867814	69867841	-	FXYD2	protein_coding
chr11	118045660	118045686	7015	+	chr5	142486791	142486817	-	SMIM35	protein_coding
chr11	9136017	9136043	103683	+	chr2	75762377	75762402	-	SCUBE2	protein_coding
chr11	117856831	117856858	73052	+	chr11	58810986	58811013	+	FXYD6-FXYD2	protein_coding
chr11	117856831	117856858	73052	+	chr11	58810986	58811013	+	FXYD6	protein_coding
chr11	79377097	79377123	189907	+	chr11	90627943	90627967	-	TENM4	protein_coding
chr11	70602253	70602279	167655	+	chr11	69771342	69771368	-	SHANK2	protein_coding
chr11	77408816	77408843	68990	+	chr3	148671831	148671857	+	PAK1	protein_coding
chr11	75655281	75655308	169249	+	chr11	82886982	82887009	-	MAP6	protein_coding
chr11	118011634	118011661	126549	+	chr16	15989419	15989445	+	SMIM35	protein_coding
chr11	77832303	77832330	118063	+	chr11	95101233	95101259	+	ENSG00000254459	lncRNA
chr11	84306558	84306585	170059	+	chr11	98983542	98983568	+	DLG2	protein_coding
chr11	75624474	75624501	220175	+	chr11	14892447	14892472	+	MAP6	protein_coding
chr11	74831529	74831556	245161	+	chr11	74831512	74831538	+	XRRA1	protein_coding
chr11	74831529	74831556	245161	+	chr11	74831512	74831538	+	ENSG00000278879	TEC
chr11	44721205	44721232	122792	+	chr11	22074096	22074122	+	TSPAN18-AS1	lncRNA
chr11	4684369	4684396	240138	+	chr11	101319548	101319575	-	OR51E2	protein_coding
chr11	75090436	75090463	100258	+	chr11	33039808	33039833	+	ENSG00000284722	lncRNA
chr11	75090436	75090463	100258	+	chr11	33039808	33039833	+	OR2AT4	protein_coding
chr11	102317247	102317274	20279	+	chr1	180705012	180705037	+	ENSG00000288528	lncRNA
chr11	74929737	74929763	23091	+	chr8	48420816	48420841	-	XRRA1	protein_coding
chr11	106247982	106248009	84660	+	chr19	28728793	28728819	-	ENSG00000286345	lncRNA
chr11	72046350	72046376	44192	+	chr5	29527687	29527713	-	NUMA1	protein_coding
chr11	117792827	117792854	60163	+	chr11	117793108	117793135	-	DSCAML1	protein_coding
chr11	85768554	85768581	131247	+	chrX	96235631	96235657	+	SYTL2	protein_coding
chr11	29411153	29411179	77121	+	chr9	33673080	33673106	+	LINC02755	lncRNA
chr11	97915353	97915379	205815	+	chr1	110445847	110445870	+	LINC02713	lncRNA
chr11	29498482	29498509	29044	+	chr7	141181058	141181084	+	LINC02755	lncRNA
chr11	46097235	46097261	111356	+	chr11	19821759	19821787	-	PHF21A	protein_coding
chr11	49859205	49859232	58359	+	chr7	19051362	19051388	-	ENSG00000255550	unprocessed_pseudogene
chr11	102401873	102401899	177603	+	chr11	102397632	102397655	+	TMEM123	protein_coding
chr11	85623471	85623498	185959	+	chr4	148787504	148787530	-	DLG2	protein_coding
chr11	77789558	77789585	145579	+	chr11	77814929	77814955	+	RSF1	protein_coding
chr11	102460956	102460982	151586	+	chr1	63932592	63932617	+	TMEM123	protein_coding
chr11	3678570	3678597	118037	+	chr10	27144073	27144099	+	NUP98	protein_coding
chr11	115413839	115413865	47009	+	chr16	30435568	30435595	-	CADM1	protein_coding
chr11	40930519	40930546	58714	+	chr9	25550090	25550116	+	LRRC4C	protein_coding
chr11	117782961	117782988	187544	+	chr16	72740149	72740175	-	DSCAML1	protein_coding
chr11	77800041	77800067	36391	+	chr8	87773215	87773241	+	RSF1	protein_coding
chr11	77865401	77865428	112401	+	chr2	26241441	26241466	+	ENSG00000254459	lncRNA
chr11	83493348	83493375	150992	+	chr19	28644333	28644358	-	DLG2	protein_coding
chr11	32403869	32403896	77081	+	chrX	65834777	65834803	-	WT1	protein_coding
chr11	59662681	59662708	71640	+	chr11	55515582	55515608	+	PATL1	protein_coding
chr11	50265898	50265924	199033	+	chr11	50080011	50080036	+	SEPTIN7P11	lncRNA
chr11	118151257	118151284	207332	+	chrX	92955369	92955395	-	SCN4B	protein_coding
chr11	74832991	74833017	89122	+	chr11	78163168	78163194	-	XRRA1	protein_coding
chr11	76973190	76973217	184624	+	chr11	77130175	77130200	+	ENSG00000254988	lncRNA
chr11	77812378	77812405	118450	+	chr11	114789497	114789522	-	RSF1	protein_coding
chr11	29693276	29693303	66962	+	chr2	160790436	160790462	+	LINC02755	lncRNA
chr11	117655014	117655040	137503	+	chr11	117591840	117591866	-	DSCAML1	protein_coding
chr11	29712026	29712053	44716	+	chr10	21921018	21921044	-	LINC02755	lncRNA
chr11	77984481	77984508	215204	+	chr11	106266010	106266036	-	INTS4	protein_coding
chr11	77686647	77686674	21873	+	chr19	9086170	9086196	-	RSF1	protein_coding
chr11	70893592	70893619	114964	+	chr18	74679417	74679442	+	SHANK2	protein_coding
chr11	118019705	118019731	87418	+	chr17	84501074	84501100	+	SMIM35	protein_coding
chr11	75765455	75765482	129781	+	chr7	45275008	45275034	-	DGAT2-DT	lncRNA
chr11	30853869	30853895	207114	+	chr11	30855823	30855842	-	DCDC1	protein_coding
chr11	78324409	78324436	2939	+	chr11	116234701	116234728	-	GAB2	protein_coding
chr11	113694906	113694932	44369	+	chr15	103067778	103067803	-	TMPRSS5	protein_coding
chr11	120251087	120251113	144504	+	chr11	102442057	102442079	-	ENSG00000259541	lncRNA
chr11	105221167	105221194	154678	+	chr11	104477256	104477282	+	CARD18	protein_coding
chr11	74845464	74845490	138171	+	chr17	86713235	86713260	-	XRRA1	protein_coding
chr11	77785843	77785870	221119	+	chr11	76452699	76452725	+	RSF1	protein_coding
chr11	32697229	32697256	55680	+	chr11	32852368	32852394	-	CCDC73	protein_coding
chr11	62603124	62603150	206215	+	chr9	88418145	88418170	+	EML3	protein_coding
chr11	62603495	62603521	197954	+	chrX	72315207	72315233	+	EML3	protein_coding
chr11	62603495	62603521	31683	+	chr13	17946334	17946360	+	EML3	protein_coding
chr11	62603495	62603521	221947	+	chr18	30108012	30108039	-	EML3	protein_coding
chr11	62603495	62603521	240147	+	chr10	128261749	128261775	+	EML3	protein_coding
chr11	62603495	62603521	211823	+	chrX	141482091	141482118	-	EML3	protein_coding
chr11	106020506	106020532	203623	+	chr8	4623977	4624003	-	MSANTD4	protein_coding
chr11	75663318	75663345	99777	+	chr11	78295335	78295360	+	MAP6	protein_coding
chr11	85470751	85470777	226581	+	chr11	106736455	106736480	+	DLG2	protein_coding
chr11	86487272	86487298	239424	+	chr17	39848352	39848378	-	ME3	protein_coding
chr11	74840651	74840677	71745	+	chr1	133683291	133683317	+	XRRA1	protein_coding
chr11	83500824	83500851	245100	+	chr2	37778580	37778606	+	DLG2	protein_coding
chr11	72577721	72577747	103287	+	chr11	72604793	72604819	+	PDE2A	protein_coding
chr11	77695251	77695277	239868	+	chr1	97846708	97846734	-	RSF1	protein_coding
chr11	5789872	5789899	225150	+	chr8	26936987	26937013	-	TRIM5	protein_coding
chr11	5789872	5789899	225150	+	chr8	26936987	26937013	-	OR52N1	protein_coding
chr11	115950688	115950714	176348	+	chr11	120267705	120267730	+	ENSG00000244259	processed_pseudogene
chr11	105279552	105279579	106344	+	chr11	107882590	107882616	+	CARD18	protein_coding
chr11	119709714	119709740	88372	+	chr17	5757505	5757531	-	NECTIN1	protein_coding
chr11	29703271	29703298	42905	+	chr10	74181821	74181847	+	LINC02755	lncRNA
chr11	85236680	85236707	146851	+	chr3	34498597	34498623	+	DLG2	protein_coding
chr11	118013135	118013161	16469	+	chr11	107061184	107061209	+	SMIM35	protein_coding
chr11	121452811	121452838	7952	+	chr2	158625976	158626002	-	SORL1-AS1	lncRNA
chr11	78052054	78052081	81603	+	chr8	27891208	27891234	+	NDUFC2-KCTD14	protein_coding
chr11	46877618	46877645	75960	+	chr13	82595546	82595572	-	LRP4	protein_coding
chr11	117324250	117324277	182842	+	chr11	116037074	116037100	+	ENSG00000250699	lncRNA
chr11	74839378	74839405	35821	+	chr12	55870037	55870063	+	XRRA1	protein_coding
chr11	29716034	29716060	225893	+	chr11	83456925	83456951	-	LINC02755	lncRNA
chr11	70609667	70609693	198028	+	chr1	153101283	153101309	-	SHANK2	protein_coding
chr11	68793079	68793105	102216	+	chr12	35724064	35724089	+	CPT1A	protein_coding
chr11	84913465	84913492	221900	+	chr11	84876848	84876874	-	DLG2	protein_coding
chr11	62603119	62603145	151890	+	chr7	45559075	45559101	-	EML3	protein_coding
chr11	71705318	71705344	128983	+	chr4	137040068	137040095	-	ALG1L9P	lncRNA
chr11	71705318	71705344	128983	+	chr4	137040068	137040095	-	ENSG00000254972	lncRNA
chr11	83494376	83494403	50705	+	chr17	83805434	83805459	+	DLG2	protein_coding
chr11	77692733	77692760	24901	+	chr11	96052506	96052532	-	RSF1	protein_coding
chr11	77763856	77763882	17551	+	chr11	25552850	25552877	-	RSF1	protein_coding
chr11	83497064	83497090	86973	+	chr12	98453802	98453828	-	DLG2	protein_coding
chr11	83504751	83504777	35472	+	chr1	164810118	164810143	+	DLG2	protein_coding
chr11	85429286	85429312	209965	+	chr11	86134460	86134486	-	DLG2	protein_coding
chr11	106247933	106247959	95821	+	chr5	36922730	36922756	+	ENSG00000286345	lncRNA
chr11	70694126	70694153	150800	+	chr1	88647458	88647483	+	SHANK2	protein_coding
chr11	50273509	50273535	195559	+	chr4	123342775	123342801	-	SEPTIN7P11	lncRNA
chr11	68901990	68902017	151271	+	chr11	68901968	68901995	+	MRPL21	protein_coding
chr11	84008884	84008910	175124	+	chr1	135388570	135388596	+	DLG2	protein_coding
chr11	60176367	60176393	243869	+	chr11	60024320	60024346	+	MS4A6A	protein_coding
chr11	62603233	62603260	35505	+	chr11	100627122	100627148	-	EML3	protein_coding
chr11	83475390	83475416	78551	+	chr11	83472857	83472884	-	DLG2	protein_coding
chr11	35391821	35391847	142891	+	chr11	35327941	35327967	-	SLC1A2	protein_coding
chr11	96006397	96006425	87353	+	chr12	4735866	4735892	-	MAML2	protein_coding
chr11	105286116	105286143	236489	+	chr11	112902121	112902147	+	CARD18	protein_coding
chr11	78278475	78278501	223559	+	chr11	77844150	77844175	+	GAB2	protein_coding
chr11	85379916	85379943	28574	+	chr11	85436762	85436788	+	DLG2	protein_coding
chr11	85431955	85431981	81583	+	chr15	100288091	100288117	-	DLG2	protein_coding
chr11	21262001	21262028	229562	+	chr6	72493931	72493957	+	ENSG00000255167	lncRNA
chr11	83504950	83504976	203847	+	chr10	93050712	93050738	-	DLG2	protein_coding
chr11	88720469	88720497	147558	+	chr11	91613343	91613369	+	GRM5	protein_coding
chr11	49858947	49858973	134290	+	chr16	75776074	75776099	-	ENSG00000255550	unprocessed_pseudogene
chr11	64994713	64994740	176666	+	chr11	65165621	65165647	-	BATF2	protein_coding
chr11	77716724	77716751	20296	+	chr18	58198825	58198851	+	RSF1	protein_coding
chr11	111176618	111176645	215552	+	chr17	56512218	56512244	+	LINC02550	lncRNA
chr11	85787030	85787057	89018	+	chr18	74381357	74381384	-	SYTL2	protein_coding
chr11	113702200	113702227	245367	+	chr8	109435460	109435486	-	TMPRSS5	protein_coding
chr11	115383327	115383353	182893	+	chr12	71981360	71981386	-	CADM1	protein_coding
chr11	117666238	117666265	19851	+	chr8	75825572	75825598	-	DSCAML1	protein_coding
chr11	118012468	118012494	238687	+	chr6	83105556	83105582	+	SMIM35	protein_coding
